Time&Longitude&Latitude;Longitude (MSLP);Latitude (MSLP);MSLP;Longitude (925wind);Latitude (925wind);925hP Wind Speed;Longitude (10m wind);Latitude (10m wind);10m Wind Speed
TRACK_ID 25 START_TIME 1990012103 MEDIAN_TIME 1990012103 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 62                           ;;;;;;;;;
1990013006 285.830811 41.169674 1.028641e+01;2.863257e+02;4.036576e+01;9.929748e+02;2.863125e+02;3.864170e+01;3.855000e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013009 287.959808 41.991611 1.160513e+01;2.879366e+02;4.141209e+01;9.895103e+02;2.933438e+02;4.370020e+01;4.005865e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013012 290.480194 42.582664 1.269431e+01;2.903752e+02;4.289135e+01;9.861135e+02;2.941875e+02;4.454330e+01;4.293132e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013015 292.783936 43.215828 1.349184e+01;2.915878e+02;4.372891e+01;9.821939e+02;2.972812e+02;4.173300e+01;3.963961e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013018 295.226318 43.734379 1.368770e+01;2.933312e+02;4.401249e+01;9.818284e+02;2.986875e+02;4.651050e+01;4.149678e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013021 297.563904 44.261219 1.322473e+01;2.964584e+02;4.492509e+01;9.852130e+02;2.986875e+02;4.651050e+01;4.428722e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013100 300.061340 44.657253 1.233775e+01;2.991256e+02;4.536252e+01;9.897848e+02;3.065625e+02;4.285710e+01;3.746167e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013103 302.807739 44.894104 1.142602e+01;3.013899e+02;4.572456e+01;9.917926e+02;3.096562e+02;4.313820e+01;3.875677e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013106 305.955719 44.975174 1.035295e+01;3.042119e+02;4.564472e+01;9.950444e+02;3.127500e+02;4.313820e+01;3.661578e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013109 309.718842 44.804295 8.970790e+00;3.153283e+02;4.564563e+01;9.933449e+02;3.169688e+02;4.229510e+01;3.569521e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013112 313.428131 44.646278 7.627726e+00;3.194361e+02;4.582940e+01;9.903279e+02;3.214688e+02;4.313820e+01;3.455922e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013115 319.347931 44.975548 6.843977e+00;3.234656e+02;4.594519e+01;9.865247e+02;3.265312e+02;4.370020e+01;4.024739e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013118 324.843719 45.535858 6.810755e+00;3.269734e+02;4.619735e+01;9.832394e+02;3.304688e+02;4.398120e+01;4.142248e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990013121 329.664825 46.077869 7.043617e+00;3.323186e+02;4.670590e+01;9.794135e+02;3.332812e+02;4.370020e+01;4.265306e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020100 334.610535 47.004101 7.209537e+00;3.363663e+02;4.749144e+01;9.735909e+02;3.377812e+02;4.454330e+01;4.148480e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020103 338.513916 47.830471 7.901895e+00;3.401104e+02;4.859542e+01;9.677411e+02;3.417188e+02;4.510540e+01;4.220013e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020106 342.139282 48.735893 8.341674e+00;3.433621e+02;5.003339e+01;9.612291e+02;3.456562e+02;4.735360e+01;4.186879e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020109 345.200806 49.789692 8.844652e+00;3.455039e+02;5.148845e+01;9.581628e+02;3.487500e+02;4.791570e+01;4.196576e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020112 347.449585 51.069210 9.468677e+00;3.465648e+02;5.296318e+01;9.535837e+02;3.524062e+02;4.791570e+01;4.055571e+01;3.507188e+02;5.128803e+01;3.780933e+01 
1990020115 349.264557 52.273483 9.507570e+00;3.474456e+02;5.379787e+01;9.495425e+02;3.529688e+02;4.679150e+01;3.890204e+01;3.540938e+02;5.241216e+01;3.642154e+01 
1990020118 350.861053 53.525562 9.168514e+00;3.488005e+02;5.471630e+01;9.481857e+02;3.479062e+02;5.353630e+01;4.096443e+01;3.546562e+02;5.522246e+01;3.565783e+01 
1990020121 352.323029 54.734501 8.926809e+00;3.501432e+02;5.515425e+01;9.485891e+02;3.498750e+02;5.437940e+01;3.746401e+01;3.498750e+02;5.437937e+01;3.746401e+01 
1990020200 352.677216 56.204521 8.465522e+00;3.519080e+02;5.590342e+01;9.485579e+02;3.515625e+02;5.522250e+01;3.999100e+01;3.515625e+02;5.522246e+01;3.999100e+01 
1990020203 353.869446 57.122444 8.248059e+00;3.534528e+02;5.715618e+01;9.502531e+02;3.526875e+02;5.578450e+01;3.847784e+01;3.529688e+02;5.578452e+01;3.770925e+01 
1990020206 354.327972 58.150631 8.125384e+00;3.548873e+02;5.861268e+01;9.535451e+02;3.656200e+00;6.056200e+01;3.397469e+01;3.577500e+02;5.887585e+01;3.199993e+01 
1990020209 354.745758 59.327164 7.848291e+00;3.553118e+02;6.000996e+01;9.546617e+02;3.594375e+02;5.859480e+01;3.451936e+01;3.588750e+02;5.747070e+01;3.276609e+01 
1990020212 354.944733 60.200336 7.589818e+00;3.554633e+02;6.113595e+01;9.556580e+02;3.588750e+02;5.718970e+01;3.095973e+01;3.594375e+02;5.999997e+01;2.684152e+01 
1990020215 355.028442 61.111824 7.229588e+00;3.550724e+02;6.196742e+01;9.560829e+02;3.597188e+02;5.747070e+01;3.059951e+01;3.532500e+02;5.859482e+01;2.325620e+01 
1990020218 355.203430 62.044575 7.170952e+00;3.555604e+02;6.273268e+01;9.569247e+02;3.937500e+00;6.224820e+01;3.330694e+01;3.563438e+02;5.943791e+01;2.705049e+01 
1990020221 355.554077 63.003792 6.994765e+00;3.558656e+02;6.367980e+01;9.578753e+02;4.500000e+00;6.224820e+01;3.558368e+01;3.574688e+02;6.028100e+01;2.571732e+01 
1990020300 356.035614 63.804031 6.850010e+00;3.560760e+02;6.444910e+01;9.584982e+02;4.781200e+00;6.224820e+01;3.501550e+01;3.540938e+02;6.224821e+01;1.359432e+01 
1990020303 356.413788 64.720985 6.660428e+00;3.559296e+02;6.506368e+01;9.593740e+02;5.343800e+00;6.281030e+01;3.271781e+01;3.540938e+02;6.224821e+01;1.321103e+01 
1990020306 356.945526 65.622169 6.851623e+00;3.562410e+02;6.556781e+01;9.600177e+02;6.468800e+00;6.365340e+01;3.069880e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020309 357.091003 66.203178 6.748004e+00;3.566136e+02;6.604100e+01;9.611662e+02;5.906200e+00;6.309130e+01;2.866883e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020312 357.546570 66.658020 6.329200e+00;3.573360e+02;6.658739e+01;9.620092e+02;6.468800e+00;6.337230e+01;2.693788e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020315 358.019104 67.506012 6.487360e+00;3.585115e+02;6.724178e+01;9.632775e+02;7.031200e+00;6.393440e+01;2.744308e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020318 358.348724 68.106232 6.731053e+00;3.591680e+02;6.790987e+01;9.643622e+02;7.031200e+00;6.365340e+01;2.744372e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020321 359.102295 68.751160 6.416217e+00;0.000000e+00;6.859979e+01;9.654352e+02;7.593800e+00;6.421540e+01;2.750988e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020400 0.242918 69.491028 5.867445e+00;8.075799e-01;6.919568e+01;9.671349e+02;1.293750e+01;6.702570e+01;2.575288e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020403 0.822468 70.414696 5.906045e+00;1.537631e+00;6.989829e+01;9.685497e+02;1.378120e+01;6.871190e+01;2.569267e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020406 1.685669 71.274757 5.690007e+00;2.475015e+00;7.063579e+01;9.694660e+02;1.406250e+01;6.899290e+01;2.591099e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020409 2.835092 71.873024 5.049562e+00;3.358502e+00;7.145742e+01;9.709974e+02;1.462500e+01;6.899290e+01;2.392230e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020412 3.217073 72.468788 4.512950e+00;4.086504e+00;7.207712e+01;9.727365e+02;1.462500e+01;6.814980e+01;2.214926e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020415 4.407294 73.487328 4.214681e+00;4.468912e+00;7.273481e+01;9.737104e+02;1.884380e+01;7.067910e+01;2.144661e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020418 6.202987 74.446884 3.532988e+00;4.754905e+00;7.337279e+01;9.740280e+02;1.800000e+01;7.011710e+01;2.072468e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020421 6.994160 75.340912 3.091049e+00;4.822862e+00;7.403685e+01;9.742259e+02;1.996880e+01;7.096010e+01;1.997499e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990020500 7.395032 76.018875 2.640691e+00;3.985121e+00;7.465599e+01;9.748293e+02;7.312500e+00;7.011710e+01;2.221807e+01;1.000000e+25;1.000000e+25;1.000000e+25 
TRACK_ID 28 START_TIME 1990021812 MEDIAN_TIME 1990021912 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 16                           ;;;;;;;;;
1990021812 311.513184 40.932602 3.015662e+00;1.000000e+25;1.000000e+25;1.005946e+03;3.141562e+02;3.723650e+01;3.120602e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021815 315.519836 41.367405 2.740657e+00;1.000000e+25;1.000000e+25;1.001184e+03;3.206250e+02;3.836060e+01;3.163149e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021818 319.946442 42.738033 2.620340e+00;1.000000e+25;1.000000e+25;9.929529e+02;3.256875e+02;3.948480e+01;3.168335e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021821 324.658051 43.278179 2.798524e+00;1.000000e+25;1.000000e+25;9.907288e+02;3.299062e+02;4.060890e+01;3.088916e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021900 327.202850 43.676308 3.308984e+00;1.000000e+25;1.000000e+25;9.897117e+02;3.335625e+02;4.201400e+01;3.140043e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021903 328.880188 44.380314 3.419598e+00;1.000000e+25;1.000000e+25;9.879932e+02;3.360938e+02;4.285710e+01;3.032032e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021906 330.415833 45.125565 3.737597e+00;1.000000e+25;1.000000e+25;9.862185e+02;3.310312e+02;3.920370e+01;3.380846e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021909 331.981903 45.353210 4.337695e+00;1.000000e+25;1.000000e+25;9.871955e+02;3.341250e+02;4.032790e+01;3.367933e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021912 334.128265 46.184364 4.822381e+00;1.000000e+25;1.000000e+25;9.866465e+02;3.383438e+02;4.341920e+01;3.539295e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021915 337.074219 47.680298 5.024634e+00;3.366368e+02;4.991854e+01;9.791111e+02;3.417188e+02;4.538640e+01;3.625901e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021918 339.252563 49.171566 5.381650e+00;3.392872e+02;5.101645e+01;9.764713e+02;3.448125e+02;4.763460e+01;3.465560e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990021921 341.956024 51.021809 5.583113e+00;3.404298e+02;5.228516e+01;9.732317e+02;3.473438e+02;4.875880e+01;3.288083e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022000 344.978333 52.769646 4.977785e+00;3.450946e+02;5.401953e+01;9.766347e+02;3.490312e+02;5.297420e+01;3.584295e+01;3.493125e+02;5.353628e+01;3.453530e+01 
1990022003 347.611420 54.295383 4.127935e+00;3.484159e+02;5.586217e+01;9.770597e+02;3.512812e+02;5.634660e+01;3.638242e+01;3.512812e+02;5.522246e+01;3.334459e+01 
1990022006 351.136414 56.027958 2.886269e+00;3.519514e+02;5.783333e+01;9.780330e+02;3.493125e+02;5.522250e+01;3.940467e+01;3.493125e+02;5.437937e+01;3.577046e+01 
1990022009 356.633575 59.100876 2.627663e+00;3.552424e+02;5.968178e+01;9.792225e+02;3.526875e+02;5.606550e+01;4.364880e+01;3.532500e+02;5.690864e+01;4.048875e+01 
TRACK_ID 29 START_TIME 1990022318 MEDIAN_TIME 1990022606 ENSMBLE_MEMB 0 NAME VIVIAN;;;;;;;;;
POINT_NUM 41                           ;;;;;;;;;
1990022318 280.807861 40.627380 3.693854e+00;2.800058e+02;4.114931e+01;1.001303e+03;2.885625e+02;3.976580e+01;2.687771e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022321 283.190857 41.067249 3.714782e+00;2.826702e+02;4.158998e+01;9.993616e+02;2.899688e+02;3.976580e+01;2.911160e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022400 282.912750 39.803444 3.968680e+00;2.829273e+02;4.037769e+01;9.993206e+02;2.874375e+02;3.836060e+01;2.752321e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022403 284.136810 39.143726 4.843038e+00;2.863800e+02;4.061103e+01;9.978764e+02;2.891250e+02;3.526930e+01;3.362037e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022406 285.423126 38.729187 5.679267e+00;2.872740e+02;4.061513e+01;9.957227e+02;2.913750e+02;3.695550e+01;4.014756e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022409 286.932007 38.847305 6.772474e+00;2.877000e+02;3.925354e+01;9.944155e+02;2.860312e+02;3.470720e+01;4.191484e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022412 290.725677 40.662457 7.935092e+00;2.921298e+02;4.057714e+01;9.910367e+02;2.975625e+02;4.088990e+01;4.318934e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022415 292.525055 41.445110 8.680747e+00;2.914485e+02;4.162333e+01;9.909049e+02;2.939062e+02;3.751760e+01;4.402279e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022418 294.945465 42.756378 9.254790e+00;2.941602e+02;4.314394e+01;9.872157e+02;2.958750e+02;3.920370e+01;4.514701e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022421 298.247375 44.410561 9.540667e+00;2.987360e+02;4.496293e+01;9.881670e+02;3.012188e+02;4.257610e+01;4.473202e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022500 302.580933 46.284828 9.248543e+00;3.036339e+02;4.717408e+01;9.839684e+02;3.074062e+02;4.651050e+01;4.675670e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022503 307.898438 48.411991 8.089732e+00;3.097084e+02;4.936499e+01;9.837200e+02;3.124688e+02;4.791570e+01;4.559449e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022506 313.581085 50.186314 7.110250e+00;3.157838e+02;5.098569e+01;9.813295e+02;3.138750e+02;4.566740e+01;4.268360e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022509 318.065979 51.663624 6.267854e+00;3.209089e+02;5.235793e+01;9.785653e+02;3.197812e+02;5.156910e+01;3.856451e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022512 324.161560 53.071159 6.193133e+00;3.261657e+02;5.351281e+01;9.748758e+02;3.251250e+02;5.100700e+01;3.918793e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022515 331.529572 54.045952 6.017248e+00;3.324453e+02;5.471236e+01;9.713095e+02;3.304688e+02;5.072600e+01;3.974026e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022518 337.677429 54.272408 6.528065e+00;3.381839e+02;5.546032e+01;9.668361e+02;3.344062e+02;5.100700e+01;3.974942e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022521 343.302704 54.554104 7.254346e+00;3.427021e+02;5.581012e+01;9.632162e+02;3.420000e+02;5.409830e+01;4.342121e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022600 348.091827 54.890598 8.027384e+00;3.500995e+02;5.651976e+01;9.578463e+02;3.476250e+02;5.381730e+01;4.533215e+01;3.493125e+02;5.437937e+01;3.894719e+01 
1990022603 353.299866 54.969646 8.816591e+00;3.530406e+02;5.708609e+01;9.531707e+02;3.495938e+02;5.269320e+01;4.391803e+01;3.501562e+02;5.297422e+01;4.247466e+01 
1990022606 358.075043 55.175362 9.242916e+00;3.587334e+02;5.784034e+01;9.514697e+02;3.557812e+02;5.381730e+01;4.080431e+01;3.557812e+02;5.409834e+01;4.035626e+01 
1990022609 2.323330 55.566086 9.223597e+00;1.460640e+00;5.840795e+01;9.492538e+02;3.656200e+00;5.185010e+01;3.833928e+01;4.781250e+00;5.297422e+01;3.645009e+01 
1990022612 6.220098 56.032047 9.378109e+00;3.617470e+00;5.895918e+01;9.482807e+02;3.937500e+00;5.381730e+01;4.155965e+01;5.062500e+00;5.353628e+01;3.854317e+01 
1990022615 9.614526 56.713562 9.381593e+00;8.514335e+00;5.833928e+01;9.492056e+02;6.468800e+00;5.522250e+01;4.084185e+01;8.437500e+00;5.381731e+01;3.866318e+01 
1990022618 12.678132 57.527718 8.971888e+00;1.085395e+01;5.899959e+01;9.474373e+02;6.750000e+00;5.775170e+01;3.597546e+01;1.293750e+01;5.494143e+01;3.573986e+01 
1990022621 15.219101 58.192810 8.435746e+00;1.246803e+01;5.938203e+01;9.459572e+02;1.546880e+01;5.522250e+01;3.831909e+01;1.518750e+01;5.522246e+01;3.815442e+01 
1990022700 17.829227 58.878525 8.309445e+00;1.595835e+01;5.999049e+01;9.451241e+02;1.771880e+01;5.522250e+01;3.689346e+01;1.659375e+01;5.606555e+01;3.289598e+01 
1990022703 19.514814 59.512127 8.357313e+00;1.716595e+01;6.040862e+01;9.425414e+02;1.912500e+01;5.550350e+01;3.566867e+01;2.053125e+01;5.690864e+01;3.212659e+01 
1990022706 20.897770 60.114006 7.998314e+00;1.776325e+01;6.017104e+01;9.411214e+02;1.996880e+01;5.634660e+01;3.224091e+01;2.109375e+01;5.747070e+01;2.993670e+01 
1990022709 21.888943 60.595592 7.573086e+00;1.965300e+01;6.023162e+01;9.403702e+02;2.165620e+01;5.803280e+01;2.958277e+01;2.165625e+01;5.803276e+01;2.958277e+01 
1990022712 22.157978 60.658951 6.999693e+00;2.161948e+01;6.059877e+01;9.399257e+02;2.109380e+01;5.831380e+01;2.916051e+01;2.109375e+01;5.831379e+01;2.916051e+01 
1990022715 22.819426 60.596058 6.693466e+00;2.256938e+01;6.104059e+01;9.406281e+02;2.109380e+01;5.831380e+01;2.691594e+01;2.109375e+01;5.831379e+01;2.691594e+01 
1990022718 23.106188 60.504280 6.270994e+00;2.362544e+01;6.139068e+01;9.417589e+02;2.165620e+01;5.775170e+01;2.553728e+01;2.165625e+01;5.775173e+01;2.553728e+01 
1990022721 23.712566 60.353321 5.977636e+00;2.470361e+01;6.176843e+01;9.432456e+02;1.715620e+01;5.550350e+01;2.545594e+01;2.165625e+01;5.775173e+01;2.416053e+01 
1990022800 24.821466 60.334541 5.530636e+00;2.538820e+01;6.199284e+01;9.447672e+02;1.912500e+01;5.550350e+01;2.579118e+01;2.390625e+01;5.775173e+01;2.006857e+01 
1990022803 25.978264 60.425671 5.458722e+00;2.652481e+01;6.224266e+01;9.462249e+02;3.178120e+01;6.084310e+01;2.407691e+01;2.475000e+01;5.971894e+01;1.751301e+01 
1990022806 27.277672 60.539085 5.282807e+00;2.813584e+01;6.252369e+01;9.481417e+02;3.206250e+01;6.084310e+01;2.434142e+01;2.475000e+01;5.971894e+01;1.514173e+01 
1990022809 28.618269 61.031883 4.461664e+00;2.923723e+01;6.295204e+01;9.502642e+02;3.234380e+01;6.084310e+01;2.135756e+01;2.418750e+01;5.943791e+01;1.363336e+01 
1990022812 30.349216 61.561096 4.123494e+00;3.070059e+01;6.361538e+01;9.529318e+02;3.543750e+01;6.196720e+01;2.063821e+01;2.475000e+01;6.056203e+01;8.930444e+00 
1990022815 31.895132 62.290901 4.153633e+00;3.250344e+01;6.415352e+01;9.555125e+02;3.600000e+01;6.140510e+01;1.908683e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022818 33.716625 62.951458 3.660781e+00;3.379402e+01;6.533800e+01;9.574617e+02;3.825000e+01;5.859480e+01;1.889310e+01;1.000000e+25;1.000000e+25;1.000000e+25 
TRACK_ID 30 START_TIME 1990022215 MEDIAN_TIME 1990022709 ENSMBLE_MEMB 0 NAME WIEBKE;;;;;;;;;
POINT_NUM 76                           ;;;;;;;;;
1990022215 253.158676 54.901283 1.574445e+00;2.502069e+02;5.426481e+01;1.011649e+03;2.427188e+02;5.578450e+01;1.526523e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022218 254.462067 53.918140 1.790760e+00;2.520808e+02;5.374554e+01;1.011296e+03;2.446875e+02;5.550350e+01;1.346703e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022221 255.580093 53.027760 1.699570e+00;2.564721e+02;5.273029e+01;1.011440e+03;2.556562e+02;4.875880e+01;1.220726e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022300 257.305115 51.988892 1.843835e+00;2.502573e+02;5.423511e+01;1.009666e+03;2.525625e+02;5.156910e+01;1.177883e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022303 257.839081 51.646309 2.357022e+00;2.535284e+02;5.287191e+01;1.009918e+03;2.528438e+02;5.241220e+01;1.293247e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022306 258.990662 50.394386 2.539252e+00;2.613186e+02;4.911266e+01;1.009803e+03;2.528438e+02;5.241220e+01;1.433111e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022309 260.372894 49.015179 2.781811e+00;2.625306e+02;4.806524e+01;1.009213e+03;2.610000e+02;4.538640e+01;1.338711e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022312 261.582733 48.334499 3.563557e+00;2.635133e+02;4.764666e+01;1.007554e+03;2.590312e+02;4.819670e+01;1.643069e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022315 263.023102 47.271435 3.684219e+00;2.651192e+02;4.655911e+01;1.007544e+03;2.612812e+02;4.510540e+01;1.831307e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022318 264.545624 46.261395 3.504960e+00;2.658185e+02;4.594436e+01;1.007271e+03;2.635312e+02;4.370020e+01;1.746345e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022321 265.801025 45.117458 3.903630e+00;2.673939e+02;4.455930e+01;1.006666e+03;2.657812e+02;4.370020e+01;1.956111e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022400 267.226379 44.195072 4.973460e+00;2.685949e+02;4.395970e+01;1.005664e+03;2.655000e+02;4.229510e+01;2.172511e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022403 268.796997 43.144077 5.886591e+00;2.701092e+02;4.317588e+01;1.003673e+03;2.674688e+02;4.117090e+01;2.282534e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022406 270.250488 42.453560 6.401523e+00;2.719997e+02;4.226205e+01;1.000551e+03;2.685938e+02;4.145200e+01;2.315849e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022409 271.631927 41.721844 7.086908e+00;2.731952e+02;4.225874e+01;9.970384e+02;2.702812e+02;4.313820e+01;2.430994e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022412 273.262848 40.957367 7.571995e+00;2.748551e+02;4.171111e+01;9.965885e+02;2.722500e+02;4.257610e+01;2.986087e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022415 274.729584 40.387939 7.321758e+00;2.762384e+02;4.160593e+01;9.967859e+02;2.736562e+02;4.117090e+01;3.152176e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022418 276.787659 40.298153 5.730368e+00;2.773783e+02;4.161327e+01;9.988786e+02;2.756250e+02;4.088990e+01;2.622996e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022421 279.181915 40.579426 5.516289e+00;2.788794e+02;4.143034e+01;9.993588e+02;2.775938e+02;4.088990e+01;2.809038e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022500 280.191345 41.145515 5.235722e+00;2.801385e+02;4.173997e+01;1.002697e+03;2.778750e+02;4.229510e+01;2.801095e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022503 281.810913 41.267944 5.365587e+00;2.815365e+02;4.193348e+01;1.003491e+03;2.787188e+02;4.229510e+01;2.386570e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022506 283.929474 40.985523 5.370772e+00;2.831676e+02;4.186840e+01;1.005105e+03;2.820938e+02;4.060890e+01;2.182967e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022509 286.436951 40.108692 5.566122e+00;2.871176e+02;4.079045e+01;1.008066e+03;2.863125e+02;3.695550e+01;2.224405e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022512 289.097839 39.684975 5.932993e+00;2.920456e+02;3.992864e+01;1.008272e+03;2.939062e+02;3.751760e+01;2.592156e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022515 291.172913 39.923317 5.835386e+00;2.934615e+02;4.020427e+01;1.009857e+03;2.970000e+02;3.836060e+01;2.647923e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022518 293.931641 40.367123 5.596115e+00;2.943024e+02;4.042023e+01;1.010419e+03;3.015000e+02;3.976580e+01;2.867306e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022521 295.243439 40.686478 5.398392e+00;2.955717e+02;4.073508e+01;1.011995e+03;2.995312e+02;4.060890e+01;3.050042e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022600 293.417419 40.148144 5.258862e+00;2.958543e+02;4.104784e+01;1.013983e+03;2.894062e+02;4.032790e+01;2.925222e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022603 294.455536 40.154243 5.160312e+00;2.968629e+02;4.132800e+01;1.014760e+03;2.905312e+02;3.948480e+01;2.719628e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022606 296.425323 40.357738 5.264668e+00;2.975871e+02;4.139362e+01;1.015096e+03;2.925000e+02;3.864170e+01;2.566515e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022609 298.114227 40.476299 5.052279e+00;2.988484e+02;4.128452e+01;1.015523e+03;2.944688e+02;3.807960e+01;2.330229e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022612 300.983429 41.063019 4.915433e+00;3.023684e+02;4.174448e+01;1.015624e+03;2.989688e+02;3.892270e+01;2.134642e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022615 303.385468 41.484131 4.648743e+00;3.043390e+02;4.193769e+01;1.016340e+03;3.107812e+02;3.948480e+01;2.444835e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022618 305.959900 42.160694 4.634621e+00;3.055871e+02;4.212531e+01;1.015806e+03;3.138750e+02;4.145200e+01;2.608475e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022621 308.267334 42.893467 4.454184e+00;3.123966e+02;4.322778e+01;1.013587e+03;3.164062e+02;4.285710e+01;2.466106e+01;1.000000e+25;1.000000e+25;1.000000e+25 
1990022700 311.941772 44.162983 4.249413e+00;3.144499e+02;4.408807e+01;1.013312e+03;3.166875e+02;4.257610e+01;2.504612e+01;1.000000e+25;1.000000e+25;1.000000e+25 
